FlightID,Airline,DepartureAirport,ArrivalAirport,DepartureDate,Distance,FlightDuration,Class,NumberOfStops,DaysUntilDeparture,DayOfWeek,TicketPrice
289,Southwest,LAX,LAX,13-01-2024 00:00,1344,9.83,First,1,278,Saturday,526.27
290,United,ATL,LAX,13-01-2024 01:00,4469,7.93,First,1,13,Saturday,78.44
291,Southwest,DFW,LAX,13-01-2024 02:00,3037,1.41,Economy,0,315,Saturday,1085.61
292,American,ORD,ATL,13-01-2024 03:00,4381,5.17,First,0,311,Saturday,481.32
293,Southwest,LAX,DFW,13-01-2024 04:00,4720,6.08,Economy,1,178,Saturday,1087.11
294,American,JFK,ORD,13-01-2024 05:00,1287,3.99,Economy,0,142,Saturday,1023.47
295,JetBlue,ORD,ORD,13-01-2024 06:00,4869,4.16,Economy,1,216,Saturday,1286.98
296,JetBlue,LAX,ORD,13-01-2024 07:00,2957,11.36,First,2,281,Saturday,246.2
297,Delta,LAX,JFK,13-01-2024 08:00,4574,8.19,Economy,0,276,Saturday,1131.5
298,Delta,JFK,JFK,13-01-2024 09:00,2128,7.68,Economy,1,225,Saturday,1967.21
299,Delta,ATL,ORD,13-01-2024 10:00,2815,3.31,First,0,9,Saturday,979.72
300,United,ATL,JFK,13-01-2024 11:00,4969,4.05,Economy,1,149,Saturday,210.03
301,Southwest,LAX,ORD,13-01-2024 12:00,2099,11.67,Business,1,114,Saturday,760.09
302,Southwest,LAX,LAX,13-01-2024 13:00,3041,11.47,Business,2,267,Saturday,258.36
303,Delta,DFW,DFW,13-01-2024 14:00,4154,8.38,Economy,0,159,Saturday,1566.83
304,United,DFW,LAX,13-01-2024 15:00,2775,8.74,Economy,0,155,Saturday,1498.33
305,American,LAX,ORD,13-01-2024 16:00,3887,10.05,First,0,124,Saturday,446.06
306,JetBlue,DFW,ATL,13-01-2024 17:00,3005,6.47,Economy,0,163,Saturday,1348.04
307,Southwest,ORD,JFK,13-01-2024 18:00,1642,10.41,Business,1,358,Saturday,1783.22
308,United,LAX,DFW,13-01-2024 19:00,922,8.03,Economy,2,105,Saturday,838.62
309,Delta,ORD,ATL,13-01-2024 20:00,2935,2.86,Economy,2,163,Saturday,300.36
310,Delta,DFW,ATL,13-01-2024 21:00,1214,9.05,First,0,100,Saturday,358.1
311,American,ORD,ATL,13-01-2024 22:00,891,1.05,Economy,2,188,Saturday,646.89
312,American,LAX,LAX,13-01-2024 23:00,576,11.91,First,1,111,Saturday,1201.36
313,United,ORD,JFK,14-01-2024 00:00,581,10.26,Economy,0,3,Sunday,528.89
314,United,JFK,LAX,14-01-2024 01:00,1455,5.66,Business,2,65,Sunday,749.66
315,JetBlue,LAX,DFW,14-01-2024 02:00,2759,11.69,First,2,83,Sunday,1596.19
316,Delta,ORD,JFK,14-01-2024 03:00,572,2.34,Economy,2,105,Sunday,1065.09
317,JetBlue,JFK,DFW,14-01-2024 04:00,1019,10.52,First,1,21,Sunday,293.73
318,Southwest,ORD,LAX,14-01-2024 05:00,3818,8.2,First,1,78,Sunday,1992.01
319,American,JFK,JFK,14-01-2024 06:00,553,9.68,First,1,305,Sunday,397.86
320,United,JFK,JFK,14-01-2024 07:00,4260,10.21,Business,1,338,Sunday,1347.47
321,JetBlue,LAX,ATL,14-01-2024 08:00,4134,6.95,First,1,279,Sunday,624.33
322,American,DFW,JFK,14-01-2024 09:00,3474,2.43,Business,2,341,Sunday,71.51
323,American,DFW,JFK,14-01-2024 10:00,1318,1.14,Economy,2,69,Sunday,454.49
324,Delta,ATL,JFK,14-01-2024 11:00,4002,6.99,Economy,2,160,Sunday,1671.33
325,JetBlue,ORD,LAX,14-01-2024 12:00,4919,1.98,Economy,2,319,Sunday,513.15
326,United,ATL,DFW,14-01-2024 13:00,1032,9.95,First,2,66,Sunday,697.21
327,Southwest,ATL,JFK,14-01-2024 14:00,4668,5.19,Business,1,7,Sunday,888.42
328,Southwest,ATL,ORD,14-01-2024 15:00,3762,4.49,Economy,2,113,Sunday,1694.24
329,American,DFW,ORD,14-01-2024 16:00,961,6.15,Economy,1,20,Sunday,466.87
330,American,DFW,LAX,14-01-2024 17:00,2068,7.38,Economy,1,246,Sunday,72.95
331,Delta,ORD,JFK,14-01-2024 18:00,3720,10.67,First,2,80,Sunday,419.91
332,JetBlue,ATL,ORD,14-01-2024 19:00,3586,4.95,Business,2,45,Sunday,1975.53
333,Delta,LAX,JFK,14-01-2024 20:00,652,6.57,Business,2,197,Sunday,760.24
334,Southwest,LAX,ATL,14-01-2024 21:00,339,5.46,First,0,319,Sunday,1401.31
335,American,LAX,LAX,14-01-2024 22:00,3139,10.55,Economy,0,44,Sunday,228.82
336,Southwest,ATL,JFK,14-01-2024 23:00,1298,3.45,Economy,0,155,Sunday,1907.49
337,JetBlue,LAX,ORD,15-01-2024 00:00,3477,5.92,Business,2,332,Monday,1206.19
338,JetBlue,JFK,JFK,15-01-2024 01:00,472,5.29,First,0,196,Monday,1330.43
339,Delta,DFW,LAX,15-01-2024 02:00,710,9.14,Economy,2,24,Monday,466.01
340,United,JFK,DFW,15-01-2024 03:00,2792,5.07,Economy,2,32,Monday,1219.36
341,Southwest,ATL,LAX,15-01-2024 04:00,4315,8.81,Business,2,99,Monday,1052.89
342,Delta,JFK,LAX,15-01-2024 05:00,4065,11.29,Business,2,341,Monday,206.14
343,United,LAX,ATL,15-01-2024 06:00,1772,8.76,First,0,151,Monday,1236.25
344,Delta,DFW,LAX,15-01-2024 07:00,2915,6.62,Business,2,39,Monday,532.95
345,American,DFW,ATL,15-01-2024 08:00,3315,9.92,Economy,0,208,Monday,1289.97
346,American,ATL,ORD,15-01-2024 09:00,2703,5.37,Business,2,19,Monday,1270.81
347,JetBlue,ATL,JFK,15-01-2024 10:00,2940,3.15,First,0,204,Monday,1077.72
348,American,LAX,JFK,15-01-2024 11:00,1655,2.42,Business,2,336,Monday,880.8
349,Southwest,DFW,DFW,15-01-2024 12:00,2974,9.26,First,2,253,Monday,1360
350,JetBlue,ATL,JFK,15-01-2024 13:00,1248,5.68,Economy,0,350,Monday,1251.13
351,Southwest,LAX,DFW,15-01-2024 14:00,4129,4.91,Economy,0,172,Monday,1724.07
352,American,ATL,ATL,15-01-2024 15:00,3953,5.43,First,0,339,Monday,1060.24
353,United,ORD,DFW,15-01-2024 16:00,2178,3.39,Economy,1,140,Monday,590.22
354,United,JFK,ORD,15-01-2024 17:00,296,10.53,Business,0,141,Monday,896.22
355,JetBlue,ORD,LAX,15-01-2024 18:00,4010,7.03,Business,0,70,Monday,97.58
356,Southwest,JFK,ATL,15-01-2024 19:00,1895,3.25,Economy,2,273,Monday,601.59
357,Delta,DFW,ORD,15-01-2024 20:00,2327,9.66,Economy,2,300,Monday,928.14
358,JetBlue,JFK,ATL,15-01-2024 21:00,2045,2.1,First,0,329,Monday,168.92
359,United,ATL,JFK,15-01-2024 22:00,214,6.09,Economy,1,249,Monday,709.6
360,American,JFK,LAX,15-01-2024 23:00,1314,2.8,First,1,196,Monday,1516.98
361,JetBlue,ORD,ORD,16-01-2024 00:00,3140,4.79,Business,1,172,Tuesday,1803.21
362,American,LAX,ORD,16-01-2024 01:00,3059,3.56,First,1,43,Tuesday,1811.15
363,Southwest,DFW,LAX,16-01-2024 02:00,2880,9.6,Economy,2,6,Tuesday,586.13
364,JetBlue,LAX,LAX,16-01-2024 03:00,1520,9.28,First,0,41,Tuesday,1072.93
365,JetBlue,LAX,LAX,16-01-2024 04:00,916,8.61,Economy,0,349,Tuesday,1281.19
366,Southwest,LAX,DFW,16-01-2024 05:00,3655,11.05,Business,1,101,Tuesday,1793.76
367,United,DFW,LAX,16-01-2024 06:00,3101,10.21,First,0,257,Tuesday,199.92
368,Southwest,JFK,JFK,16-01-2024 07:00,2168,2.01,First,0,282,Tuesday,634.31
369,United,ORD,JFK,16-01-2024 08:00,3207,2.79,Economy,2,219,Tuesday,1436.59
370,Southwest,DFW,LAX,16-01-2024 09:00,1656,6.87,Business,1,352,Tuesday,822.02
371,Southwest,DFW,DFW,16-01-2024 10:00,1763,2.98,Business,2,234,Tuesday,376.39
372,United,ATL,ATL,16-01-2024 11:00,1812,1.41,First,1,266,Tuesday,1085.77
373,JetBlue,ATL,ATL,16-01-2024 12:00,1561,10.65,Economy,1,350,Tuesday,358.6
374,United,ORD,DFW,16-01-2024 13:00,4515,1.06,Economy,1,169,Tuesday,876.79
375,Southwest,ATL,LAX,16-01-2024 14:00,1050,1.6,First,2,163,Tuesday,1820.3
376,American,ATL,LAX,16-01-2024 15:00,2611,1.9,Business,0,321,Tuesday,1137.68
377,American,LAX,ORD,16-01-2024 16:00,3802,9.5,Economy,2,126,Tuesday,1859.71
378,Southwest,JFK,JFK,16-01-2024 17:00,921,6.39,Economy,0,351,Tuesday,855.77
379,Southwest,JFK,ORD,16-01-2024 18:00,4271,1.1,Business,0,132,Tuesday,819.64
380,Southwest,ORD,ORD,16-01-2024 19:00,1745,8.7,Economy,2,157,Tuesday,1083.68
381,Delta,ATL,JFK,16-01-2024 20:00,3058,11.09,Economy,2,37,Tuesday,511.01
382,American,ATL,LAX,16-01-2024 21:00,3563,9.19,Business,1,292,Tuesday,853.72
383,JetBlue,LAX,ATL,16-01-2024 22:00,3261,7.62,Economy,0,91,Tuesday,290.91
384,United,ATL,JFK,16-01-2024 23:00,3887,11.75,Economy,2,244,Tuesday,1962.47
385,Southwest,JFK,ORD,17-01-2024 00:00,1994,7.26,Business,0,143,Wednesday,373.18
386,Delta,DFW,ORD,17-01-2024 01:00,208,8.54,Economy,1,181,Wednesday,668.96
387,Southwest,DFW,ATL,17-01-2024 02:00,3349,11.39,First,1,327,Wednesday,1417.51
388,Southwest,DFW,DFW,17-01-2024 03:00,2663,4.16,First,2,86,Wednesday,609.88
389,United,ORD,ATL,17-01-2024 04:00,4673,8.21,Economy,0,48,Wednesday,1691.58
390,Delta,LAX,JFK,17-01-2024 05:00,1323,8.77,Business,2,161,Wednesday,1920.83
391,JetBlue,ORD,ORD,17-01-2024 06:00,287,5.1,Economy,2,252,Wednesday,1712.08
392,JetBlue,JFK,ORD,17-01-2024 07:00,279,5.68,Business,2,290,Wednesday,374.96
393,Delta,LAX,ATL,17-01-2024 08:00,751,11.28,First,2,173,Wednesday,743.68
394,JetBlue,ATL,DFW,17-01-2024 09:00,4684,7.95,Business,0,197,Wednesday,719.76
395,JetBlue,ATL,JFK,17-01-2024 10:00,975,10.98,Business,0,225,Wednesday,1072.55
396,United,DFW,ATL,17-01-2024 11:00,1193,6.23,Economy,1,104,Wednesday,163.52
397,JetBlue,JFK,LAX,17-01-2024 12:00,4671,3.45,Business,1,63,Wednesday,1573.77
398,Delta,LAX,DFW,17-01-2024 13:00,222,5,Business,0,218,Wednesday,1755.3
399,United,ORD,ORD,17-01-2024 14:00,3990,4.66,Economy,1,176,Wednesday,1469.97
400,JetBlue,DFW,DFW,17-01-2024 15:00,1164,6.46,Economy,1,149,Wednesday,709.85
401,JetBlue,ATL,ATL,17-01-2024 16:00,1948,6.56,Economy,1,204,Wednesday,726.89
402,United,ORD,ATL,17-01-2024 17:00,2459,2.17,First,0,175,Wednesday,328.39
403,United,DFW,ATL,17-01-2024 18:00,1257,9.23,Business,2,6,Wednesday,81.08
404,Delta,ORD,JFK,17-01-2024 19:00,4514,9.78,Business,1,134,Wednesday,379.81
405,JetBlue,JFK,LAX,17-01-2024 20:00,3971,2.33,First,2,33,Wednesday,1609.08
406,United,ATL,LAX,17-01-2024 21:00,4986,5.66,Business,2,177,Wednesday,145.82
407,Southwest,JFK,ORD,17-01-2024 22:00,3768,10.75,Business,1,213,Wednesday,397.33
408,American,ORD,ORD,17-01-2024 23:00,984,7.22,First,1,236,Wednesday,300.95
409,JetBlue,JFK,DFW,18-01-2024 00:00,3710,3.2,First,0,364,Thursday,460.1
410,Delta,DFW,LAX,18-01-2024 01:00,703,1.93,First,2,288,Thursday,1715.62
411,United,DFW,LAX,18-01-2024 02:00,4458,2.49,First,0,7,Thursday,297.6
412,American,JFK,LAX,18-01-2024 03:00,2435,10.11,First,2,356,Thursday,1707.23
413,Delta,DFW,LAX,18-01-2024 04:00,325,1.26,Business,2,79,Thursday,721.07
414,United,DFW,LAX,18-01-2024 05:00,4742,7.2,First,2,67,Thursday,1303.27
415,American,ATL,ORD,18-01-2024 06:00,3946,4.32,Economy,0,322,Thursday,90.21
416,American,ATL,DFW,18-01-2024 07:00,472,8.55,Economy,1,152,Thursday,1042.06
417,Delta,DFW,ORD,18-01-2024 08:00,3603,1.42,First,2,286,Thursday,1295.97
418,Southwest,ATL,ORD,18-01-2024 09:00,2553,5.34,First,0,246,Thursday,946.5
419,JetBlue,JFK,ATL,18-01-2024 10:00,3673,7.88,Business,0,185,Thursday,891.62
420,United,ORD,JFK,18-01-2024 11:00,1821,4.16,Economy,2,251,Thursday,192.17
421,United,ORD,ATL,18-01-2024 12:00,4534,7.29,Business,0,362,Thursday,851.92
422,Delta,DFW,LAX,18-01-2024 13:00,3359,7.89,Economy,1,3,Thursday,154.55
423,Southwest,ATL,ORD,18-01-2024 14:00,1010,3.98,Economy,0,215,Thursday,217.76
424,JetBlue,DFW,LAX,18-01-2024 15:00,3271,7.77,First,0,85,Thursday,291.42
425,United,DFW,ATL,18-01-2024 16:00,2535,1.83,Economy,2,346,Thursday,1671.38
426,American,LAX,JFK,18-01-2024 17:00,4703,5.92,Economy,2,299,Thursday,320.15
427,American,ORD,JFK,18-01-2024 18:00,3777,3.64,Economy,0,64,Thursday,1061.29
428,Delta,ATL,JFK,18-01-2024 19:00,1394,1.39,Economy,2,86,Thursday,780.61
429,Delta,JFK,ATL,18-01-2024 20:00,3699,8.11,First,1,123,Thursday,744.1
430,American,ORD,JFK,18-01-2024 21:00,1684,3.53,Business,0,36,Thursday,1101.4
431,Southwest,DFW,ATL,18-01-2024 22:00,2841,5.19,Business,1,20,Thursday,1054.51
432,Southwest,ORD,ATL,18-01-2024 23:00,586,2.74,Business,0,34,Thursday,107.91
433,JetBlue,DFW,ATL,19-01-2024 00:00,2037,1.33,First,1,335,Friday,601.31
434,United,DFW,DFW,19-01-2024 01:00,2473,11.54,Economy,0,185,Friday,683.24
435,Delta,JFK,ATL,19-01-2024 02:00,4449,1.05,Business,2,240,Friday,1650.09
436,Southwest,ORD,DFW,19-01-2024 03:00,1789,2.41,Business,2,264,Friday,441.69
437,Southwest,JFK,ATL,19-01-2024 04:00,1930,9.55,First,2,97,Friday,1433.4
438,Delta,ATL,ATL,19-01-2024 05:00,424,7.14,Economy,0,213,Friday,325.99
439,American,DFW,ORD,19-01-2024 06:00,1537,5.39,Business,1,295,Friday,336.5
440,JetBlue,LAX,LAX,19-01-2024 07:00,3418,4.13,Business,1,100,Friday,370.45
441,United,LAX,ORD,19-01-2024 08:00,563,6.28,Economy,0,202,Friday,1530.68
442,Delta,DFW,DFW,19-01-2024 09:00,2305,10.54,Business,2,33,Friday,1681.4
443,American,ATL,JFK,19-01-2024 10:00,3438,2.99,Economy,0,201,Friday,771.76
444,United,DFW,ATL,19-01-2024 11:00,534,5.74,Economy,2,152,Friday,1271.94
445,American,ATL,DFW,19-01-2024 12:00,4225,5.95,First,1,264,Friday,1689.45
446,American,DFW,DFW,19-01-2024 13:00,1736,3.41,Business,2,322,Friday,223.91
447,Southwest,JFK,LAX,19-01-2024 14:00,2771,2.7,Economy,2,336,Friday,270.3
448,Delta,DFW,ORD,19-01-2024 15:00,909,6.29,Business,0,86,Friday,935.46
449,United,ATL,ORD,19-01-2024 16:00,4501,8.02,Economy,0,327,Friday,635.66
450,Southwest,JFK,DFW,19-01-2024 17:00,758,5.99,First,1,349,Friday,1648.92
451,American,ORD,ATL,19-01-2024 18:00,4145,2.7,First,2,79,Friday,1164.27
452,Southwest,LAX,JFK,19-01-2024 19:00,4874,6.97,First,2,55,Friday,885
453,American,ORD,ATL,19-01-2024 20:00,356,3.28,Business,1,189,Friday,1040.56
454,United,JFK,LAX,19-01-2024 21:00,2596,6.84,First,0,222,Friday,1376.87
455,American,LAX,JFK,19-01-2024 22:00,3429,1.97,Economy,2,188,Friday,1430.44
456,American,ATL,ATL,19-01-2024 23:00,2141,5.43,First,1,116,Friday,1644
457,Southwest,DFW,ORD,20-01-2024 00:00,4256,6.49,Economy,1,98,Saturday,438.58
458,United,ATL,JFK,20-01-2024 01:00,3465,5.23,First,0,90,Saturday,92.67
459,Southwest,ORD,JFK,20-01-2024 02:00,1109,6.16,Economy,2,41,Saturday,130.3
460,JetBlue,ATL,JFK,20-01-2024 03:00,1762,5.66,First,2,210,Saturday,662.89
461,JetBlue,ATL,ATL,20-01-2024 04:00,2184,4.3,Business,2,33,Saturday,1085.44
462,JetBlue,LAX,ATL,20-01-2024 05:00,1912,5.08,Business,1,26,Saturday,471.25
463,JetBlue,JFK,LAX,20-01-2024 06:00,4073,11.5,Business,2,114,Saturday,415.15
464,JetBlue,LAX,DFW,20-01-2024 07:00,4930,10.11,Economy,0,1,Saturday,1208.82
465,Delta,JFK,LAX,20-01-2024 08:00,4886,3.6,Business,1,185,Saturday,1779.15
466,JetBlue,ATL,ORD,20-01-2024 09:00,3949,8.61,Economy,2,204,Saturday,1288.88
467,JetBlue,ORD,ORD,20-01-2024 10:00,1187,11.57,Business,2,21,Saturday,214.62
468,JetBlue,DFW,DFW,20-01-2024 11:00,3879,2.91,Economy,0,121,Saturday,332.04
469,Southwest,DFW,ORD,20-01-2024 12:00,3030,5.46,Economy,1,16,Saturday,516.3
470,JetBlue,LAX,ORD,20-01-2024 13:00,2247,11.17,Economy,0,93,Saturday,612.71
471,United,LAX,JFK,20-01-2024 14:00,3600,9.16,Business,1,363,Saturday,1819.96
472,United,LAX,LAX,20-01-2024 15:00,2343,3.65,Economy,2,322,Saturday,1442.42
473,United,ATL,DFW,20-01-2024 16:00,3022,4.39,First,2,109,Saturday,118.54
474,JetBlue,ATL,ORD,20-01-2024 17:00,4827,2.39,Business,2,238,Saturday,1708.93
475,Delta,DFW,DFW,20-01-2024 18:00,1392,2.66,Business,1,178,Saturday,557.95
476,JetBlue,LAX,ATL,20-01-2024 19:00,2342,2.86,Economy,2,162,Saturday,344.71
477,JetBlue,JFK,JFK,20-01-2024 20:00,4495,9.57,First,1,137,Saturday,1785.56
478,JetBlue,JFK,ATL,20-01-2024 21:00,480,6.25,Business,1,353,Saturday,971.79
479,American,LAX,JFK,20-01-2024 22:00,4652,6.06,First,2,170,Saturday,857.49
480,JetBlue,DFW,ORD,20-01-2024 23:00,3343,10.24,Economy,0,213,Saturday,1371.29
481,JetBlue,LAX,LAX,21-01-2024 00:00,354,11.14,Business,0,156,Sunday,687.22
482,Delta,ORD,DFW,21-01-2024 01:00,4371,7.71,First,0,303,Sunday,1626.78
483,United,DFW,JFK,21-01-2024 02:00,431,11.39,Economy,2,65,Sunday,1119.33
484,Southwest,JFK,LAX,21-01-2024 03:00,858,2.22,First,1,97,Sunday,1075.24
485,Delta,LAX,LAX,21-01-2024 04:00,1414,5.71,Economy,0,174,Sunday,1315.02
486,Delta,DFW,JFK,21-01-2024 05:00,3746,10.6,First,2,190,Sunday,1373.67
487,United,JFK,ORD,21-01-2024 06:00,1589,5.31,Business,2,5,Sunday,1278.76
488,United,JFK,JFK,21-01-2024 07:00,3479,1.34,Business,1,285,Sunday,268.63
489,Southwest,DFW,LAX,21-01-2024 08:00,2219,2.92,Economy,1,185,Sunday,293.53
490,JetBlue,DFW,DFW,21-01-2024 09:00,2276,3.56,Business,1,312,Sunday,1393.96
491,United,DFW,ORD,21-01-2024 10:00,902,5.34,Economy,2,131,Sunday,346.83
492,JetBlue,LAX,DFW,21-01-2024 11:00,408,4,First,0,6,Sunday,895.71
493,American,DFW,JFK,21-01-2024 12:00,965,10.63,First,2,5,Sunday,880.38
494,Southwest,LAX,ATL,21-01-2024 13:00,3041,10.49,Business,2,72,Sunday,1284.22
495,Southwest,LAX,DFW,21-01-2024 14:00,3308,6.35,First,2,293,Sunday,428.24
496,American,LAX,ORD,21-01-2024 15:00,2458,8.35,Economy,0,97,Sunday,1980.49
497,Delta,DFW,LAX,21-01-2024 16:00,2521,9.45,Economy,1,1,Sunday,1000.68
498,American,JFK,JFK,21-01-2024 17:00,1030,9.61,Business,0,325,Sunday,862.59
499,Delta,LAX,ORD,21-01-2024 18:00,2880,3.15,Economy,2,288,Sunday,1382.91
500,JetBlue,DFW,ATL,21-01-2024 19:00,1310,3.96,Business,1,69,Sunday,739.29
501,Delta,JFK,ORD,21-01-2024 20:00,4701,9.11,Economy,2,281,Sunday,1991.91
502,JetBlue,JFK,DFW,21-01-2024 21:00,2518,3.71,Business,0,120,Sunday,333.66
503,JetBlue,DFW,LAX,21-01-2024 22:00,3699,5.94,First,1,325,Sunday,1645.82
504,Delta,DFW,ORD,21-01-2024 23:00,4038,4.19,First,2,148,Sunday,1771.09
505,Southwest,ORD,ATL,22-01-2024 00:00,1522,2.11,First,1,299,Monday,1273.32
506,American,JFK,ORD,22-01-2024 01:00,4003,5.54,Economy,2,158,Monday,1071.9
507,Delta,ATL,JFK,22-01-2024 02:00,4975,8.25,Economy,2,263,Monday,1817.45
508,United,ORD,ATL,22-01-2024 03:00,1407,4.58,Business,1,184,Monday,391.55
509,Southwest,DFW,LAX,22-01-2024 04:00,3783,6.99,First,2,47,Monday,201.7
510,American,JFK,JFK,22-01-2024 05:00,4664,1.45,Economy,0,50,Monday,1758.22
511,JetBlue,DFW,LAX,22-01-2024 06:00,317,8.25,Business,2,60,Monday,693.89
512,American,JFK,ORD,22-01-2024 07:00,944,7.61,First,0,242,Monday,496.17
513,United,JFK,ATL,22-01-2024 08:00,4329,1.99,Business,2,249,Monday,1447.86
514,Southwest,DFW,LAX,22-01-2024 09:00,2300,9.99,Business,2,345,Monday,1230.71
515,American,ORD,ORD,22-01-2024 10:00,435,2.9,First,1,148,Monday,50.12
516,JetBlue,DFW,DFW,22-01-2024 11:00,2043,2.43,First,2,58,Monday,1460.36
517,JetBlue,ORD,DFW,22-01-2024 12:00,3491,6.37,First,0,256,Monday,524.56
518,Delta,LAX,ATL,22-01-2024 13:00,1453,7.19,Business,2,7,Monday,851.14
519,JetBlue,LAX,JFK,22-01-2024 14:00,1076,8.58,Economy,0,156,Monday,1466.93
520,Southwest,ORD,LAX,22-01-2024 15:00,269,6.11,Business,0,63,Monday,327.47
521,American,DFW,LAX,22-01-2024 16:00,3360,11,First,0,321,Monday,359.6
522,Southwest,DFW,DFW,22-01-2024 17:00,4413,10.67,Economy,1,10,Monday,63.25
523,JetBlue,LAX,ORD,22-01-2024 18:00,4589,11.68,Business,0,187,Monday,1193.62
524,Delta,JFK,ORD,22-01-2024 19:00,665,1.62,Economy,1,110,Monday,1450.9
525,JetBlue,LAX,ATL,22-01-2024 20:00,4465,10.08,Economy,1,89,Monday,1833.6
526,United,DFW,ORD,22-01-2024 21:00,450,4.03,First,1,76,Monday,1372.55
527,American,ORD,JFK,22-01-2024 22:00,993,7.59,First,2,139,Monday,1656.35
528,American,JFK,JFK,22-01-2024 23:00,4070,8.52,First,0,25,Monday,1293.52
529,JetBlue,ATL,JFK,23-01-2024 00:00,4567,1.8,Economy,2,91,Tuesday,510.23
530,Delta,ATL,JFK,23-01-2024 01:00,3291,5.65,Business,0,10,Tuesday,322.72
531,American,ATL,LAX,23-01-2024 02:00,2074,3.2,Business,0,105,Tuesday,516.97
532,Southwest,ORD,DFW,23-01-2024 03:00,1984,9.49,Business,0,143,Tuesday,415.44
533,Delta,DFW,DFW,23-01-2024 04:00,1729,4.67,First,0,133,Tuesday,1601.21
534,Southwest,ORD,ORD,23-01-2024 05:00,3925,4.1,First,1,341,Tuesday,707.93
535,Southwest,ORD,DFW,23-01-2024 06:00,3403,10.44,First,0,6,Tuesday,927.53
536,United,LAX,JFK,23-01-2024 07:00,3230,8.38,First,2,38,Tuesday,607.38
537,Delta,DFW,ATL,23-01-2024 08:00,1322,10.31,Economy,1,76,Tuesday,966.35
538,Southwest,ATL,JFK,23-01-2024 09:00,3731,8.94,First,0,116,Tuesday,1371.82
539,JetBlue,DFW,JFK,23-01-2024 10:00,4938,11.13,Business,2,142,Tuesday,133.96
540,Southwest,ORD,DFW,23-01-2024 11:00,4541,5.54,Business,0,102,Tuesday,1262.54
541,United,DFW,ORD,23-01-2024 12:00,4046,11.43,Business,1,112,Tuesday,914.05
542,JetBlue,DFW,JFK,23-01-2024 13:00,4521,10.77,First,2,253,Tuesday,1327.87
543,Delta,ATL,ATL,23-01-2024 14:00,3668,6.52,Economy,1,232,Tuesday,1805.5
544,Southwest,LAX,ORD,23-01-2024 15:00,4100,7.08,Economy,2,213,Tuesday,872.23
545,Southwest,LAX,DFW,23-01-2024 16:00,4746,9.99,First,2,343,Tuesday,1376.4
546,American,ORD,ORD,23-01-2024 17:00,1287,8.33,Economy,0,82,Tuesday,829.38
547,United,DFW,ORD,23-01-2024 18:00,1079,5.01,Economy,0,159,Tuesday,58.25
548,United,JFK,ORD,23-01-2024 19:00,2712,2.28,Business,0,292,Tuesday,1456.01
549,American,ATL,JFK,23-01-2024 20:00,3224,10.07,First,2,361,Tuesday,1859.14
550,JetBlue,ATL,ATL,23-01-2024 21:00,313,1.09,Business,0,79,Tuesday,1685.22
551,Delta,ORD,DFW,23-01-2024 22:00,4196,8.61,Business,2,147,Tuesday,525.48
552,Delta,LAX,JFK,23-01-2024 23:00,3401,4.96,Business,0,122,Tuesday,1947.49
553,Delta,LAX,ORD,24-01-2024 00:00,4536,10.36,Economy,1,156,Wednesday,873.58
554,Southwest,ORD,LAX,24-01-2024 01:00,2996,2.13,First,0,23,Wednesday,818.44
555,Delta,ORD,ORD,24-01-2024 02:00,3406,5,Economy,0,155,Wednesday,695.63
556,American,JFK,JFK,24-01-2024 03:00,266,9.96,First,0,296,Wednesday,1374.09
557,Delta,JFK,ORD,24-01-2024 04:00,2140,4.1,First,2,94,Wednesday,496.2
558,Southwest,ATL,JFK,24-01-2024 05:00,1732,3.6,Business,2,21,Wednesday,986.26
559,Southwest,LAX,ORD,24-01-2024 06:00,3025,7.58,Business,2,66,Wednesday,1566.81
560,United,DFW,DFW,24-01-2024 07:00,3446,6,First,1,182,Wednesday,722.75
561,United,DFW,LAX,24-01-2024 08:00,2290,4.67,Business,2,98,Wednesday,1524.18
562,American,JFK,ORD,24-01-2024 09:00,2170,9.44,First,1,58,Wednesday,1437.36
563,American,DFW,JFK,24-01-2024 10:00,346,7.53,Business,1,198,Wednesday,715.22
564,Delta,ATL,DFW,24-01-2024 11:00,281,10.77,Economy,0,328,Wednesday,1795.33
565,Southwest,ORD,ATL,24-01-2024 12:00,4130,10.57,Business,0,325,Wednesday,1106.99
566,United,DFW,LAX,24-01-2024 13:00,4733,10.19,Business,1,54,Wednesday,212.34
567,United,ATL,ORD,24-01-2024 14:00,4760,7.37,First,0,155,Wednesday,375.55
568,Southwest,LAX,ORD,24-01-2024 15:00,254,8.9,Economy,0,173,Wednesday,60.24
569,Southwest,ATL,LAX,24-01-2024 16:00,4418,4.77,First,1,228,Wednesday,1669.95
570,Southwest,DFW,JFK,24-01-2024 17:00,1374,7.63,Economy,1,153,Wednesday,1222.94
571,American,LAX,LAX,24-01-2024 18:00,1006,5.55,Economy,2,203,Wednesday,946.08
572,JetBlue,ORD,ATL,24-01-2024 19:00,1583,2.52,First,2,217,Wednesday,137.64
573,United,ATL,LAX,24-01-2024 20:00,656,5.18,Business,1,292,Wednesday,1807.62
574,JetBlue,ORD,ORD,24-01-2024 21:00,3776,10.89,Economy,1,24,Wednesday,1620.7
575,JetBlue,LAX,ATL,24-01-2024 22:00,3511,8.74,Economy,1,238,Wednesday,564.9
576,Southwest,LAX,JFK,24-01-2024 23:00,3737,2.01,Business,2,256,Wednesday,388.18
